Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;8.53;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;13.80;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-2.76;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;32.88;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;12.80;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.56;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.06;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;93%;61.23;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;34.63;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;11.04;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-3.76;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-10.04;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-11.54;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-12.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.31;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;7.28;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;8.28;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-4.77;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-3.76;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-4.02;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-17.82;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-13.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;32.88;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;34.13;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-0.50;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;2.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.56;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-17.82;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;7.78;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.81;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-13.05;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.81;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-13.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;5.52;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;6.78;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;34.63;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;10.54;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;32.88;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;10.54;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;12.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;18.57;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;8.03;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-10.54;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-1.00;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;14.56;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-0.25;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-1.00;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;100%;-0.25;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;2.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;9.54;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.06;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.00;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;17.57;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;34.13;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;7.78;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-8.28;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-10.04;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;15.56;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;12.05;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;10.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;97%;27.61;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;12.55;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;5.52;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;95%;44.92;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.25;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;10.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;7.53;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-13.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-12.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-8.53;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;101%;-8.53;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;100%;1.51;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;16.81;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.06;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-15.06;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;15.56;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;102%;-14.30;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;12.05;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;95%;44.67;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;98%;16.81;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;95%;44.67;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;99%;8.03;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;96%;32.62;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
ESFIGMOMANÔMETRO DE PAREDE;1;Obsoleto;107%;-67.26;
